intro_text,loop_intro.thisRepN,loop_intro.thisTrialN,loop_intro.thisN,loop_intro.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,condition,target_angle,letter_angle,flip,expected_key,intro_slides.started,change_slide.started,change_slide.keys,change_slide.rt,target.started,letter.started,part_response.started,fixation_cross.started,participant,session,date,expName,psychopyVersion,frameRate,
Welcome to this experiment and thank you for deciding to participate!,0,0,0,0,,,,,,,,,,4.713215099998706,4.713215099998706,space,0.32045100000141247,,,,,054961,001,2023-01-11_17h01.30.272,mental_rotation_bootcamp,2022.2.4,60.016876745646414,
In this study you will see two letters presented one on the left and the other on the right side of the screen. Your job is to decide whether they are the same letters or not,0,1,1,1,,,,,,,,,,5.063665699999547,5.063665699999547,space,0.11322610000206623,,,,,054961,001,2023-01-11_17h01.30.272,mental_rotation_bootcamp,2022.2.4,60.016876745646414,
To do this you need to mentally rotate the letter on the left to try to match the one on the right. Sometimes the letters are a mirrored version of each other and they cannot be matched with a simple rotation,0,2,2,2,,,,,,,,,,5.196998999999778,5.196998999999778,space,0.12438950000068871,,,,,054961,001,2023-01-11_17h01.30.272,mental_rotation_bootcamp,2022.2.4,60.016876745646414,
If the letters match (are the same) press the A key. If they do not match (mirrored) press the L key.,0,3,3,3,,,,,,,,,,5.347001399999499,5.347001399999499,space,0.10182830000121612,,,,,054961,001,2023-01-11_17h01.30.272,mental_rotation_bootcamp,2022.2.4,60.016876745646414,
,,,,,,,,,,,,,,,,,,5.480331699998715,5.480331699998715,5.480331699998715,5.480331699998715,,,,,,,
